location,iso_code,continent,date,total_cases,total_deaths,new_cases,new_deaths,new_cases_smoothed,new_deaths_smoothed,new_cases_per_million,total_cases_per_million,new_cases_smoothed_per_million,new_deaths_per_million,total_deaths_per_million,new_deaths_smoothed_per_million
Guyana,GUY,South America,10/4/2022,2,0,0,0,0,0,0,2.473,0,0,0,0
Honduras,HND,North America,10/4/2022,6,0,0,0,0,0,0,0.575,0,0,0,0
Hungary,HUN,Europe,10/4/2022,78,0,1,0,0.14,0,0.1,7.826,0.014,0,0,0
Iceland,ISL,Europe,10/4/2022,14,0,0,0,0,0,0,37.543,0,0,0,0
India,IND,Asia,10/4/2022,12,1,0,0,0,0,0,0.008,0,0,0.001,0
Indonesia,IDN,Asia,10/4/2022,1,0,0,0,0,0,0,0.004,0,0,0,0
Ireland,IRL,Europe,10/4/2022,195,0,12,0,1.71,0,2.389,38.821,0.34,0,0,0
Israel,ISR,Asia,10/4/2022,254,0,1,0,0.57,0,0.106,26.881,0.06,0,0,0
Italy,ITA,Europe,10/4/2022,851,0,1,0,0.71,0,0.017,14.415,0.012,0,0,0
Jamaica,JAM,North America,10/4/2022,14,0,0,0,0,0,0,4.952,0,0,0,0
Japan,JPN,Asia,10/4/2022,6,0,0,0,0.14,0,0,0.048,0.001,0,0,0
Latvia,LVA,Europe,10/4/2022,5,0,0,0,0,0,0,2.702,0,0,0,0
Lebanon,LBN,,10/4/2022,11,0,0,0,0,0,0,2.004,0,0,0,0
Liberia,LBR,,10/4/2022,3,0,0,0,0,0,0,0.566,0,0,0,0
Lithuania,LTU,,10/4/2022,5,0,0,0,0,0,0,1.818,0,0,0,0
Luxembourg,LUX,,10/4/2022,55,0,0,0,0,0,0,84.929,0,0,0,0
Malta,MLT,,10/4/2022,33,0,0,0,0,0,0,61.88,0,0,0,0
Martinique,MTQ,,10/4/2022,1,0,0,0,0,0,0,2.721,0,0,0,0
Mexico,MEX,,10/4/2022,1627,0,0,0,37.14,0,0,12.76,0.291,0,0,0
Moldova,MDA,,10/4/2022,2,0,0,0,0,0,0,0.611,0,0,0,0
Monaco,MCO,,10/4/2022,3,0,0,0,0,0,0,82.212,0,0,0,0
Montenegro,MNE,,10/4/2022,2,0,0,0,0,0,0,3.189,0,0,0,0
Mozambique,MOZ,,10/4/2022,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,NLD,,10/4/2022,1219,0,0,0,0,0,0,69.403,0,0,0,0
New Zealand,NZL,,10/4/2022,9,0,0,0,0,0,0,1.736,0,0,0,0
Nigeria,NGA,,10/4/2022,400,7,0,0,17.57,0.14,0,1.83,0.08,0,0.032,0.001
Norway,NOR,,10/4/2022,92,0,0,0,0,0,0,16.929,0,0,0,0
Panama,PAN,,10/4/2022,16,0,0,0,0.29,0,0,3.629,0.066,0,0,0
Paraguay,PRY,,10/4/2022,2,0,0,0,0.14,0,0,0.295,0.021,0,0,0
Peru,PER,,10/4/2022,2587,0,66,0,23.43,0,1.938,75.977,0.688,0,0,0
Poland,POL,,10/4/2022,195,0,7,0,1,0,0.176,4.892,0.025,0,0,0
Portugal,PRT,,10/4/2022,926,0,0,0,1.29,0,0,90.158,0.126,0,0,0
Puerto Rico,PRI,,10/4/2022,186,0,4,0,1.86,0,1.23,57.188,0.572,0,0,0
Romania,ROU,,10/4/2022,40,0,0,0,0,0,0,2.035,0,0,0,0
Russia,RUS,,10/4/2022,2,0,0,0,0,0,0,0.014,0,0,0,0
Saint Martin (French part),MAF,,10/4/2022,1,0,0,0,0,0,0,31.431,0,0,0,0
San Marino,SMR,,10/4/2022,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,,10/4/2022,40,0,0,0,0,0,0,5.821,0,0,0,0
Slovakia,SVK,,10/4/2022,14,0,0,0,0,0,0,2.481,0,0,0,0
Slovenia,SVN,,10/4/2022,47,0,0,0,0,0,0,22.171,0,0,0,0
South Africa,ZAF,,10/4/2022,5,0,0,0,0,0,0,0.083,0,0,0,0
South Korea,KOR,,10/4/2022,2,0,0,0,0,0,0,0.039,0,0,0,0
Spain,ESP,,10/4/2022,7209,2,21,0,8.57,0,0.442,151.581,0.18,0,0.042,0
Sudan,SDN,,10/4/2022,17,1,0,0,1.43,0,0,0.363,0.031,0,0.021,0
Sweden,SWE,,10/4/2022,198,0,3,0,0.86,0,0.284,18.769,0.082,0,0,0
Switzerland,CHE,,10/4/2022,516,0,3,0,0.43,0,0.343,59.036,0.049,0,0,0
Thailand,THA,,10/4/2022,10,0,0,0,0.29,0,0,0.139,0.004,0,0,0
Turkey,TUR,,10/4/2022,1,0,0,0,0,0,0,0.012,0,0,0,0
Ukraine,UKR,,10/4/2022,4,0,0,0,0.14,0,0,0.101,0.004,0,0,0
United Kingdom,GBR,,10/4/2022,3654,0,19,0,2.71,0,0.281,54.126,0.04,0,0,0
United States,USA,,10/4/2022,25672,2,238,1,97.43,0.14,0.704,75.888,0.288,0.003,0.006,0
Uruguay,URY,,10/4/2022,8,0,0,0,0.29,0,0,2.337,0.085,0,0,0
Venezuela,VEN,,10/4/2022,5,0,0,0,0,0,0,0.177,0,0,0,0
Vietnam,VNM,,10/4/2022,1,0,0,0,0.14,0,0,0.01,0.001,0,0,0
World,OWID_WRL,,10/4/2022,69000,25,476,1,361.57,0.29,0.06,8.652,0.045,0,0.003,0
Andorra,AND,Europe,10/3/2022,4,0,0,0,0,0,0,50.098,0,0,0,0
Argentina,ARG,South America,10/3/2022,396,0,0,0,10,0,0,8.701,0.22,0,0,0
Aruba,ABW,North America,10/3/2022,3,0,0,0,0,0,0,28.18,0,0,0,0
Australia,AUS,Oceania,10/3/2022,136,0,0,0,0.14,0,0,5.195,0.005,0,0,0
Austria,AUT,Europe,10/3/2022,314,0,1,0,0.71,0,0.112,35.125,0.079,0,0,0
Bahamas,BHS,North America,10/3/2022,2,0,0,0,0,0,0,4.878,0,0,0,0
Barbados,BRB,North America,10/3/2022,1,0,0,0,0,0,0,3.551,0,0,0,0
Belgium,BEL,Europe,10/3/2022,770,1,0,0,1.86,0,0,66.061,0.16,0,0.086,0
Benin,BEN,Africa,10/3/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bermuda,BMU,North America,10/3/2022,1,0,0,0,0,0,0,15.575,0,0,0,0
Bolivia,BOL,South America,10/3/2022,195,0,0,0,4.43,0,0,15.952,0.362,0,0,0
Bosnia and Herzegovina,BIH,Europe,10/3/2022,5,0,0,0,0,0,0,1.546,0,0,0,0
Brazil,BRA,South America,10/3/2022,7869,2,0,0,60.57,0,0,36.547,0.281,0,0.009,0
Bulgaria,BGR,Europe,10/3/2022,6,0,0,0,0,0,0,0.885,0,0,0,0
Cameroon,CMR,Africa,10/3/2022,8,2,0,0,0,0,0,0.287,0,0,0.072,0
Canada,CAN,North America,10/3/2022,1396,0,0,0,1,0,0,36.303,0.026,0,0,0
Central African Republic,CAF,Africa,10/3/2022,9,0,0,0,0.14,0,0,1.613,0.025,0,0,0
Chile,CHL,South America,10/3/2022,880,0,0,0,5.43,0,0,44.889,0.277,0,0,0
China,CHN,Asia,10/3/2022,5,0,0,0,0,0,0,0.004,0,0,0,0
Colombia,COL,South America,10/3/2022,2042,0,0,0,55.57,0,0,39.365,1.071,0,0,0
Congo,COG,Africa,10/3/2022,5,0,0,0,0,0,0,0.837,0,0,0,0
Costa Rica,CRI,North America,10/3/2022,4,0,0,0,0,0,0,0.772,0,0,0,0
Croatia,HRV,Europe,10/3/2022,29,0,0,0,0,0,0,7.195,0,0,0,0
Cuba,CUB,North America,10/3/2022,3,1,0,0,0.14,0,0,0.268,0.012,0,0.089,0
Curacao,CUW,North America,10/3/2022,3,0,0,0,0,0,0,15.693,0,0,0,0
Cyprus,CYP,Europe,10/3/2022,5,0,0,0,0,0,0,5.58,0,0,0,0
Czechia,CZE,Europe,10/3/2022,67,1,0,0,0.14,0,0,6.385,0.013,0,0.095,0
Democratic Republic of Congo,COD,Africa,10/3/2022,190,0,0,0,2.29,0,0,1.919,0.023,0,0,0
Denmark,DNK,Europe,10/3/2022,185,0,0,0,0.14,0,0,31.451,0.024,0,0,0
Dominican Republic,DOM,North America,10/3/2022,31,0,0,0,0,0,0,2.761,0,0,0,0
Ecuador,ECU,South America,10/3/2022,120,1,0,0,3.86,0,0,6.666,0.214,0,0.056,0
El Salvador,SLV,North America,10/3/2022,9,0,2,0,0.71,0,0.316,1.42,0.112,0,0,0
Estonia,EST,Europe,10/3/2022,11,0,0,0,0,0,0,8.295,0,0,0,0
Finland,FIN,Europe,10/3/2022,40,0,0,0,1,0,0,7.219,0.18,0,0,0
France,FRA,Europe,10/3/2022,3999,0,0,0,4.14,0,0,58.971,0.061,0,0,0
Georgia,GEO,Asia,10/3/2022,2,0,0,0,0,0,0,0.534,0,0,0,0
Germany,DEU,Europe,10/3/2022,3625,0,0,0,3.43,0,0,43.481,0.041,0,0,0
Ghana,GHA,Africa,10/3/2022,91,4,0,0,1,0,0,2.718,0.03,0,0.119,0
Gibraltar,GIB,Europe,10/3/2022,6,0,0,0,0,0,0,183.615,0,0,0,0
Greece,GRC,Europe,10/3/2022,81,0,1,0,1,0,0.096,7.8,0.096,0,0,0
Greenland,GRL,North America,10/3/2022,2,0,0,0,0,0,0,35.402,0,0,0,0
Guadeloupe,GLP,Europe,10/3/2022,1,0,0,0,0,0,0,2.527,0,0,0,0
Guatemala,GTM,North America,10/3/2022,27,0,0,0,1.29,0,0,1.513,0.072,0,0,0
Guyana,GUY,South America,10/3/2022,2,0,0,0,0,0,0,2.473,0,0,0,0
Honduras,HND,North America,10/3/2022,6,0,0,0,0,0,0,0.575,0,0,0,0
Hungary,HUN,Europe,10/3/2022,77,0,0,0,0,0,0,7.725,0,0,0,0
Iceland,ISL,Europe,10/3/2022,14,0,0,0,0,0,0,37.543,0,0,0,0
India,IND,Asia,10/3/2022,12,1,0,0,0,0,0,0.008,0,0,0.001,0
Indonesia,IDN,Asia,10/3/2022,1,0,0,0,0,0,0,0.004,0,0,0,0
Ireland,IRL,Europe,10/3/2022,183,0,0,0,0.71,0,0,36.432,0.141,0,0,0
Israel,ISR,Asia,10/3/2022,253,0,3,0,0.43,0,0.317,26.775,0.046,0,0,0
Italy,ITA,Europe,10/3/2022,850,0,0,0,1.14,0,0,14.398,0.019,0,0,0
Jamaica,JAM,North America,10/3/2022,14,0,0,0,0,0,0,4.952,0,0,0,0
Japan,JPN,Asia,10/3/2022,6,0,0,0,0.14,0,0,0.048,0.001,0,0,0
Latvia,LVA,Europe,10/3/2022,5,0,0,0,0,0,0,2.702,0,0,0,0
Lebanon,LBN,,10/3/2022,11,0,0,0,0,0,0,2.004,0,0,0,0
Liberia,LBR,,10/3/2022,3,0,0,0,0,0,0,0.566,0,0,0,0
Lithuania,LTU,,10/3/2022,5,0,0,0,0,0,0,1.818,0,0,0,0
Luxembourg,LUX,,10/3/2022,55,0,0,0,0,0,0,84.929,0,0,0,0
Malta,MLT,,10/3/2022,33,0,0,0,0,0,0,61.88,0,0,0,0
Martinique,MTQ,,10/3/2022,1,0,0,0,0,0,0,2.721,0,0,0,0
Mexico,MEX,,10/3/2022,1627,0,0,0,37.14,0,0,12.76,0.291,0,0,0
Moldova,MDA,,10/3/2022,2,0,0,0,0,0,0,0.611,0,0,0,0
Monaco,MCO,,10/3/2022,3,0,0,0,0,0,0,82.212,0,0,0,0
Montenegro,MNE,,10/3/2022,2,0,0,0,0,0,0,3.189,0,0,0,0
Mozambique,MOZ,,10/3/2022,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,NLD,,10/3/2022,1219,0,0,0,0,0,0,69.403,0,0,0,0
New Zealand,NZL,,10/3/2022,9,0,0,0,0,0,0,1.736,0,0,0,0
Nigeria,NGA,,10/3/2022,400,7,0,0,17.57,0.14,0,1.83,0.08,0,0.032,0.001
Norway,NOR,,10/3/2022,92,0,0,0,0,0,0,16.929,0,0,0,0
Panama,PAN,,10/3/2022,16,0,0,0,0.43,0,0,3.629,0.098,0,0,0
Paraguay,PRY,,10/3/2022,2,0,0,0,0.14,0,0,0.295,0.021,0,0,0
Peru,PER,,10/3/2022,2521,0,0,0,30,0,0,74.039,0.881,0,0,0
Poland,POL,,10/3/2022,188,0,0,0,0.86,0,0,4.717,0.022,0,0,0
Portugal,PRT,,10/3/2022,926,0,0,0,1.29,0,0,90.158,0.126,0,0,0
Puerto Rico,PRI,,10/3/2022,182,0,0,0,1.29,0,0,55.958,0.397,0,0,0
Romania,ROU,,10/3/2022,40,0,0,0,0,0,0,2.035,0,0,0,0
Russia,RUS,,10/3/2022,2,0,0,0,0,0,0,0.014,0,0,0,0
Saint Martin (French part),MAF,,10/3/2022,1,0,0,0,0,0,0,31.431,0,0,0,0
San Marino,SMR,,10/3/2022,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,,10/3/2022,40,0,0,0,0,0,0,5.821,0,0,0,0
Slovakia,SVK,,10/3/2022,14,0,0,0,0,0,0,2.481,0,0,0,0
Slovenia,SVN,,10/3/2022,47,0,0,0,0,0,0,22.171,0,0,0,0
South Africa,ZAF,,10/3/2022,5,0,0,0,0,0,0,0.083,0,0,0,0
South Korea,KOR,,10/3/2022,2,0,0,0,0,0,0,0.039,0,0,0,0
Spain,ESP,,10/3/2022,7188,2,0,0,9.43,0,0,151.14,0.198,0,0.042,0
Sudan,SDN,,10/3/2022,17,1,0,0,1.43,0,0,0.363,0.031,0,0.021,0
Sweden,SWE,,10/3/2022,195,0,0,0,1.29,0,0,18.485,0.122,0,0,0
Switzerland,CHE,,10/3/2022,513,0,0,0,0,0,0,58.692,0,0,0,0
Thailand,THA,,10/3/2022,10,0,0,0,0.29,0,0,0.139,0.004,0,0,0
Turkey,TUR,,10/3/2022,1,0,0,0,0,0,0,0.012,0,0,0,0
Ukraine,UKR,,10/3/2022,4,0,1,0,0.14,0,0.025,0.101,0.004,0,0,0
United Kingdom,GBR,,10/3/2022,3635,0,0,0,7.14,0,0,53.845,0.106,0,0,0
United States,USA,,10/3/2022,25434,1,0,0,147.43,0,0,75.184,0.436,0,0.003,0
Uruguay,URY,,10/3/2022,8,0,0,0,0.29,0,0,2.337,0.085,0,0,0
Venezuela,VEN,,10/3/2022,5,0,0,0,0,0,0,0.177,0,0,0,0
Vietnam,VNM,,10/3/2022,1,0,1,0,0.14,0,0.01,0.01,0.001,0,0,0
World,OWID_WRL,,10/3/2022,68524,24,9,0,417.86,0.14,0.001,8.592,0.052,0,0.003,0
Andorra,AND,Europe,10/2/2022,4,0,0,0,0,0,0,50.098,0,0,0,0
Argentina,ARG,South America,10/2/2022,396,0,0,0,10,0,0,8.701,0.22,0,0,0
Aruba,ABW,North America,10/2/2022,3,0,0,0,0,0,0,28.18,0,0,0,0
Australia,AUS,Oceania,10/2/2022,136,0,0,0,0.14,0,0,5.195,0.005,0,0,0
Austria,AUT,Europe,10/2/2022,313,0,0,0,0.86,0,0,35.013,0.096,0,0,0
Bahamas,BHS,North America,10/2/2022,2,0,0,0,0,0,0,4.878,0,0,0,0
Barbados,BRB,North America,10/2/2022,1,0,0,0,0,0,0,3.551,0,0,0,0
Belgium,BEL,Europe,10/2/2022,770,1,0,0,1.86,0,0,66.061,0.16,0,0.086,0
Benin,BEN,Africa,10/2/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bermuda,BMU,North America,10/2/2022,1,0,0,0,0,0,0,15.575,0,0,0,0
Bolivia,BOL,South America,10/2/2022,195,0,0,0,4.43,0,0,15.952,0.362,0,0,0
Bosnia and Herzegovina,BIH,Europe,10/2/2022,5,0,0,0,0.29,0,0,1.546,0.09,0,0,0
Brazil,BRA,South America,10/2/2022,7869,2,65,0,64.43,0,0.302,36.547,0.299,0,0.009,0
Bulgaria,BGR,Europe,10/2/2022,6,0,0,0,0,0,0,0.885,0,0,0,0
Cameroon,CMR,Africa,10/2/2022,8,2,0,0,0,0,0,0.287,0,0,0.072,0
Canada,CAN,North America,10/2/2022,1396,0,0,0,1,0,0,36.303,0.026,0,0,0
Central African Republic,CAF,Africa,10/2/2022,9,0,0,0,0.14,0,0,1.613,0.025,0,0,0
Chile,CHL,South America,10/2/2022,880,0,0,0,5.43,0,0,44.889,0.277,0,0,0
China,CHN,Asia,10/2/2022,5,0,0,0,0,0,0,0.004,0,0,0,0
Colombia,COL,South America,10/2/2022,2042,0,0,0,55.57,0,0,39.365,1.071,0,0,0
Congo,COG,Africa,10/2/2022,5,0,0,0,0,0,0,0.837,0,0,0,0
Costa Rica,CRI,North America,10/2/2022,4,0,0,0,0,0,0,0.772,0,0,0,0
Croatia,HRV,Europe,10/2/2022,29,0,0,0,0,0,0,7.195,0,0,0,0
Cuba,CUB,North America,10/2/2022,3,1,0,0,0.14,0,0,0.268,0.012,0,0.089,0
Curacao,CUW,North America,10/2/2022,3,0,0,0,0,0,0,15.693,0,0,0,0
Cyprus,CYP,Europe,10/2/2022,5,0,0,0,0,0,0,5.58,0,0,0,0
Czechia,CZE,Europe,10/2/2022,67,1,0,0,0.14,0,0,6.385,0.013,0,0.095,0
Democratic Republic of Congo,COD,Africa,10/2/2022,190,0,0,0,2.29,0,0,1.919,0.023,0,0,0
Denmark,DNK,Europe,10/2/2022,185,0,0,0,0.29,0,0,31.451,0.049,0,0,0
Dominican Republic,DOM,North America,10/2/2022,31,0,0,0,0,0,0,2.761,0,0,0,0
Ecuador,ECU,South America,10/2/2022,120,1,0,0,3.86,0,0,6.666,0.214,0,0.056,0
El Salvador,SLV,North America,10/2/2022,7,0,0,0,0.43,0,0,1.105,0.068,0,0,0
Estonia,EST,Europe,10/2/2022,11,0,0,0,0,0,0,8.295,0,0,0,0
Finland,FIN,Europe,10/2/2022,40,0,0,0,1,0,0,7.219,0.18,0,0,0
France,FRA,Europe,10/2/2022,3999,0,0,0,8,0,0,58.971,0.118,0,0,0
Georgia,GEO,Asia,10/2/2022,2,0,0,0,0,0,0,0.534,0,0,0,0
Germany,DEU,Europe,10/2/2022,3625,0,0,0,4,0,0,43.481,0.048,0,0,0
Ghana,GHA,Africa,10/2/2022,91,4,0,0,1,0,0,2.718,0.03,0,0.119,0
Gibraltar,GIB,Europe,10/2/2022,6,0,0,0,0,0,0,183.615,0,0,0,0
Greece,GRC,Europe,10/2/2022,80,0,0,0,1.14,0,0,7.703,0.11,0,0,0
Greenland,GRL,North America,10/2/2022,2,0,0,0,0,0,0,35.402,0,0,0,0
Guadeloupe,GLP,Europe,10/2/2022,1,0,0,0,0,0,0,2.527,0,0,0,0
Guatemala,GTM,North America,10/2/2022,27,0,0,0,1.29,0,0,1.513,0.072,0,0,0
Guyana,GUY,South America,10/2/2022,2,0,0,0,0,0,0,2.473,0,0,0,0
Honduras,HND,North America,10/2/2022,6,0,0,0,0,0,0,0.575,0,0,0,0
Hungary,HUN,Europe,10/2/2022,77,0,0,0,0,0,0,7.725,0,0,0,0
Iceland,ISL,Europe,10/2/2022,14,0,0,0,0.29,0,0,37.543,0.778,0,0,0
India,IND,Asia,10/2/2022,12,1,0,0,0,0,0,0.008,0,0,0.001,0
Indonesia,IDN,Asia,10/2/2022,1,0,0,0,0,0,0,0.004,0,0,0,0
Ireland,IRL,Europe,10/2/2022,183,0,0,0,0.71,0,0,36.432,0.141,0,0,0
Israel,ISR,Asia,10/2/2022,250,0,0,0,0,0,0,26.458,0,0,0,0
Italy,ITA,Europe,10/2/2022,850,0,0,0,1.14,0,0,14.398,0.019,0,0,0
Jamaica,JAM,North America,10/2/2022,14,0,0,0,0,0,0,4.952,0,0,0,0
Japan,JPN,Asia,10/2/2022,6,0,0,0,0.14,0,0,0.048,0.001,0,0,0
Latvia,LVA,Europe,10/2/2022,5,0,0,0,0,0,0,2.702,0,0,0,0
Lebanon,LBN,,10/2/2022,11,0,0,0,0,0,0,2.004,0,0,0,0
Liberia,LBR,,10/2/2022,3,0,0,0,0,0,0,0.566,0,0,0,0
Lithuania,LTU,,10/2/2022,5,0,0,0,0,0,0,1.818,0,0,0,0
Luxembourg,LUX,,10/2/2022,55,0,0,0,0,0,0,84.929,0,0,0,0
Malta,MLT,,10/2/2022,33,0,0,0,0,0,0,61.88,0,0,0,0
Martinique,MTQ,,10/2/2022,1,0,0,0,0,0,0,2.721,0,0,0,0
Mexico,MEX,,10/2/2022,1627,0,0,0,37.14,0,0,12.76,0.291,0,0,0
Moldova,MDA,,10/2/2022,2,0,0,0,0,0,0,0.611,0,0,0,0
Monaco,MCO,,10/2/2022,3,0,0,0,0,0,0,82.212,0,0,0,0
Montenegro,MNE,,10/2/2022,2,0,0,0,0,0,0,3.189,0,0,0,0
Mozambique,MOZ,,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,NLD,,10/2/2022,1219,0,0,0,0,0,0,69.403,0,0,0,0
New Zealand,NZL,,10/2/2022,9,0,0,0,0,0,0,1.736,0,0,0,0
Nigeria,NGA,,10/2/2022,400,7,0,0,17.57,0.14,0,1.83,0.08,0,0.032,0.001
Norway,NOR,,10/2/2022,92,0,0,0,0.14,0,0,16.929,0.026,0,0,0
Panama,PAN,,10/2/2022,16,0,0,0,0.43,0,0,3.629,0.098,0,0,0
Paraguay,PRY,,10/2/2022,2,0,0,0,0.14,0,0,0.295,0.021,0,0,0
Peru,PER,,10/2/2022,2521,0,0,0,30,0,0,74.039,0.881,0,0,0
Poland,POL,,10/2/2022,188,0,0,0,2.14,0,0,4.717,0.054,0,0,0
Portugal,PRT,,10/2/2022,926,0,0,0,1.29,0,0,90.158,0.126,0,0,0
Puerto Rico,PRI,,10/2/2022,182,0,0,0,1.29,0,0,55.958,0.397,0,0,0
Romania,ROU,,10/2/2022,40,0,0,0,0.14,0,0,2.035,0.007,0,0,0
Russia,RUS,,10/2/2022,2,0,0,0,0,0,0,0.014,0,0,0,0
Saint Martin (French part),MAF,,10/2/2022,1,0,0,0,0,0,0,31.431,0,0,0,0
San Marino,SMR,,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,,10/2/2022,40,0,0,0,0,0,0,5.821,0,0,0,0
Slovakia,SVK,,10/2/2022,14,0,0,0,0,0,0,2.481,0,0,0,0
Slovenia,SVN,,10/2/2022,47,0,0,0,0.14,0,0,22.171,0.066,0,0,0
South Africa,ZAF,,10/2/2022,5,0,0,0,0,0,0,0.083,0,0,0,0
South Korea,KOR,,10/2/2022,2,0,0,0,0,0,0,0.039,0,0,0,0
Spain,ESP,,10/2/2022,7188,2,0,0,15,0,0,151.14,0.315,0,0.042,0
Sudan,SDN,,10/2/2022,17,1,0,0,1.43,0,0,0.363,0.031,0,0.021,0
Sweden,SWE,,10/2/2022,195,0,0,0,1.29,0,0,18.485,0.122,0,0,0
Switzerland,CHE,,10/2/2022,513,0,0,0,1.43,0,0,58.692,0.164,0,0,0
Thailand,THA,,10/2/2022,10,0,2,0,0.29,0,0.028,0.139,0.004,0,0,0
Turkey,TUR,,10/2/2022,1,0,0,0,0,0,0,0.012,0,0,0,0
Ukraine,UKR,,10/2/2022,3,0,0,0,0,0,0,0.076,0,0,0,0
United Kingdom,GBR,,10/2/2022,3635,0,0,0,7.14,0,0,53.845,0.106,0,0,0
United States,USA,,10/2/2022,25434,1,0,0,147.43,0,0,75.184,0.436,0,0.003,0
Uruguay,URY,,10/2/2022,8,0,0,0,0.29,0,0,2.337,0.085,0,0,0
Venezuela,VEN,,10/2/2022,5,0,0,0,0,0,0,0.177,0,0,0,0
World,OWID_WRL,,10/2/2022,68515,24,67,0,434.86,0.14,0.008,8.591,0.055,0,0.003,0
Andorra,AND,Europe,10/1/2022,4,0,0,0,0,0,0,50.098,0,0,0,0
Argentina,ARG,South America,10/1/2022,396,0,0,0,10,0,0,8.701,0.22,0,0,0
Aruba,ABW,North America,10/1/2022,3,0,0,0,0,0,0,28.18,0,0,0,0
Australia,AUS,Oceania,10/1/2022,136,0,0,0,0.14,0,0,5.195,0.005,0,0,0
Austria,AUT,Europe,10/1/2022,313,0,0,0,0.86,0,0,35.013,0.096,0,0,0
Bahamas,BHS,North America,10/1/2022,2,0,0,0,0,0,0,4.878,0,0,0,0
Barbados,BRB,North America,10/1/2022,1,0,0,0,0,0,0,3.551,0,0,0,0
Belgium,BEL,Europe,10/1/2022,770,1,0,0,1.86,0,0,66.061,0.16,0,0.086,0
Benin,BEN,Africa,10/1/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bermuda,BMU,North America,10/1/2022,1,0,0,0,0,0,0,15.575,0,0,0,0
Bolivia,BOL,South America,10/1/2022,195,0,10,0,4.43,0,0.818,15.952,0.362,0,0,0
Bosnia and Herzegovina,BIH,Europe,10/1/2022,5,0,0,0,0.29,0,0,1.546,0.09,0,0,0
Brazil,BRA,South America,10/1/2022,7804,2,117,0,72,0,0.543,36.245,0.334,0,0.009,0
Bulgaria,BGR,Europe,10/1/2022,6,0,0,0,0,0,0,0.885,0,0,0,0
Cameroon,CMR,Africa,10/1/2022,8,2,0,0,0,0,0,0.287,0,0,0.072,0
Canada,CAN,North America,10/1/2022,1396,0,0,0,1,0,0,36.303,0.026,0,0,0
Central African Republic,CAF,Africa,10/1/2022,9,0,0,0,0.14,0,0,1.613,0.025,0,0,0
Chile,CHL,South America,10/1/2022,880,0,0,0,5.43,0,0,44.889,0.277,0,0,0
China,CHN,Asia,10/1/2022,5,0,0,0,0,0,0,0.004,0,0,0,0
Colombia,COL,South America,10/1/2022,2042,0,0,0,55.57,0,0,39.365,1.071,0,0,0
Congo,COG,Africa,10/1/2022,5,0,0,0,0,0,0,0.837,0,0,0,0
Costa Rica,CRI,North America,10/1/2022,4,0,0,0,0,0,0,0.772,0,0,0,0
Croatia,HRV,Europe,10/1/2022,29,0,0,0,0,0,0,7.195,0,0,0,0
Cuba,CUB,North America,10/1/2022,3,1,0,0,0.14,0,0,0.268,0.012,0,0.089,0
Curacao,CUW,North America,10/1/2022,3,0,0,0,0,0,0,15.693,0,0,0,0
Cyprus,CYP,Europe,10/1/2022,5,0,0,0,0,0,0,5.58,0,0,0,0
Czechia,CZE,Europe,10/1/2022,67,1,0,0,0.14,0,0,6.385,0.013,0,0.095,0
Democratic Republic of Congo,COD,Africa,10/1/2022,190,0,0,0,2.29,0,0,1.919,0.023,0,0,0
Denmark,DNK,Europe,10/1/2022,185,0,0,0,0.29,0,0,31.451,0.049,0,0,0
Dominican Republic,DOM,North America,10/1/2022,31,0,0,0,0,0,0,2.761,0,0,0,0
Ecuador,ECU,South America,10/1/2022,120,1,0,0,3.86,0,0,6.666,0.214,0,0.056,0
El Salvador,SLV,North America,10/1/2022,7,0,2,0,0.43,0,0.316,1.105,0.068,0,0,0
Estonia,EST,Europe,10/1/2022,11,0,0,0,0,0,0,8.295,0,0,0,0
Finland,FIN,Europe,10/1/2022,40,0,0,0,1,0,0,7.219,0.18,0,0,0
France,FRA,Europe,10/1/2022,3999,0,0,0,8,0,0,58.971,0.118,0,0,0
Georgia,GEO,Asia,10/1/2022,2,0,0,0,0,0,0,0.534,0,0,0,0
Germany,DEU,Europe,10/1/2022,3625,0,0,0,4,0,0,43.481,0.048,0,0,0
Ghana,GHA,Africa,10/1/2022,91,4,0,0,1,0,0,2.718,0.03,0,0.119,0
Gibraltar,GIB,Europe,10/1/2022,6,0,0,0,0,0,0,183.615,0,0,0,0
Greece,GRC,Europe,10/1/2022,80,0,0,0,1.14,0,0,7.703,0.11,0,0,0
Greenland,GRL,North America,10/1/2022,2,0,0,0,0,0,0,35.402,0,0,0,0
Guadeloupe,GLP,Europe,10/1/2022,1,0,0,0,0,0,0,2.527,0,0,0,0
Guatemala,GTM,North America,10/1/2022,27,0,3,0,1.29,0,0.168,1.513,0.072,0,0,0
Guyana,GUY,South America,10/1/2022,2,0,0,0,0,0,0,2.473,0,0,0,0
