location,iso_code,continent,date,total_cases,total_deaths,new_cases,new_deaths,new_cases_smoothed,new_deaths_smoothed,new_cases_per_million,total_cases_per_million,new_cases_smoothed_per_million,new_deaths_per_million,total_deaths_per_million,new_deaths_smoothed_per_million
Estonia,EST,Europe,7/23/2022,4,0,0,0,0.29,0,0,3.016,0.219,0,0,0
Finland,FIN,Europe,7/23/2022,13,0,0,0,0,0,0,2.346,0,0,0,0
France,FRA,Europe,7/23/2022,1453,0,0,0,77.29,0,0,21.427,1.14,0,0,0
Georgia,GEO,Asia,7/23/2022,1,0,0,0,0,0,0,0.267,0,0,0,0
Germany,DEU,Europe,7/23/2022,2268,0,0,0,68.29,0,0,27.204,0.819,0,0,0
Ghana,GHA,Africa,7/23/2022,19,0,0,0,0,0,0,0.568,0,0,0,0
Gibraltar,GIB,Europe,7/23/2022,5,0,0,0,0,0,0,153.013,0,0,0,0
Greece,GRC,Europe,7/23/2022,20,0,0,0,1,0,0,1.926,0.096,0,0,0
Hungary,HUN,Europe,7/23/2022,33,0,0,0,0.71,0,0,3.311,0.071,0,0,0
Iceland,ISL,Europe,7/23/2022,9,0,0,0,0.29,0,0,24.135,0.778,0,0,0
India,IND,Asia,7/23/2022,2,0,0,0,0.14,0,0,0.001,0,0,0,0
Ireland,IRL,Europe,7/23/2022,69,0,0,0,2.14,0,0,13.737,0.426,0,0,0
Israel,ISR,Asia,7/23/2022,105,0,0,0,3.57,0,0,11.112,0.378,0,0,0
Italy,ITA,Europe,7/23/2022,374,0,0,0,11.71,0,0,6.335,0.198,0,0,0
Jamaica,JAM,North America,7/23/2022,1,0,0,0,0,0,0,0.354,0,0,0,0
Latvia,LVA,Europe,7/23/2022,3,0,0,0,0.14,0,0,1.621,0.076,0,0,0
Lebanon,LBN,,7/23/2022,4,0,0,0,0.43,0,0,0.729,0.078,0,0,0
Luxembourg,LUX,,7/23/2022,14,0,0,0,0.86,0,0,21.618,1.328,0,0,0
Malta,MLT,,7/23/2022,17,0,0,0,1.14,0,0,31.877,2.138,0,0,0
Martinique,MTQ,,7/23/2022,1,0,0,0,0.14,0,0,2.721,0.381,0,0,0
Mexico,MEX,,7/23/2022,54,0,2,0,2,0,0.016,0.424,0.016,0,0,0
Morocco,MAR,,7/23/2022,1,0,0,0,0,0,0,0.027,0,0,0,0
Netherlands,NLD,,7/23/2022,712,0,0,0,23.29,0,0,40.537,1.326,0,0,0
New Zealand,NZL,,7/23/2022,2,0,0,0,0,0,0,0.386,0,0,0,0
Nigeria,NGA,,7/23/2022,101,3,0,0,2.43,0,0,0.462,0.011,0,0.014,0
Norway,NOR,,7/23/2022,46,0,0,0,1.57,0,0,8.465,0.289,0,0,0
Panama,PAN,,7/23/2022,1,0,0,0,0,0,0,0.227,0,0,0,0
Peru,PER,,7/23/2022,143,0,17,0,12.57,0,0.499,4.2,0.369,0,0,0
Poland,POL,,7/23/2022,40,0,0,0,2.57,0,0,1.004,0.064,0,0,0
Portugal,PRT,,7/23/2022,588,0,0,0,10.43,0,0,57.249,1.015,0,0,0
Puerto Rico,PRI,,7/23/2022,11,0,0,0,1,0,0,3.382,0.307,0,0,0
Qatar,QAT,,7/23/2022,1,0,0,0,0.14,0,0,0.371,0.052,0,0,0
Romania,ROU,,7/23/2022,19,0,0,0,0.43,0,0,0.966,0.022,0,0,0
Russia,RUS,,7/23/2022,1,0,0,0,0,0,0,0.007,0,0,0,0
Saudi Arabia,SAU,,7/23/2022,2,0,0,0,0.14,0,0,0.055,0.004,0,0,0
Serbia,SRB,,7/23/2022,5,0,0,0,0,0,0,0.728,0,0,0,0
Singapore,SGP,,7/23/2022,6,0,0,0,0,0,0,1.064,0,0,0,0
Slovakia,SVK,,7/23/2022,3,0,0,0,0.14,0,0,0.532,0.025,0,0,0
Slovenia,SVN,,7/23/2022,27,0,0,0,1,0,0,12.737,0.472,0,0,0
South Africa,ZAF,,7/23/2022,3,0,0,0,0,0,0,0.05,0,0,0,0
South Korea,KOR,,7/23/2022,1,0,0,0,0,0,0,0.019,0,0,0,0
Spain,ESP,,7/23/2022,3125,0,0,0,96.86,0,0,65.708,2.037,0,0,0
Sweden,SWE,,7/23/2022,77,0,0,0,2.71,0,0,7.299,0.257,0,0,0
Switzerland,CHE,,7/23/2022,216,0,0,0,3.86,0,0,24.713,0.442,0,0,0
Thailand,THA,,7/23/2022,1,0,0,0,0.14,0,0,0.014,0.002,0,0,0
Turkey,TUR,,7/23/2022,1,0,0,0,0,0,0,0.012,0,0,0,0
United Arab Emirates,ARE,,7/23/2022,13,0,0,0,0,0,0,1.377,0,0,0,0
United Kingdom,GBR,,7/23/2022,2137,0,0,0,57.43,0,0,31.655,0.851,0,0,0
United States,USA,,7/23/2022,2582,0,266,0,159.43,0,0.786,7.633,0.471,0,0,0
Venezuela,VEN,,7/23/2022,1,0,0,0,0,0,0,0.035,0,0,0,0
World,OWID_WRL,,7/23/2022,16368,3,352,0,640.57,0,0.044,2.052,0.08,0,0,0
Argentina,ARG,South America,7/22/2022,18,0,2,0,0.86,0,0.044,0.396,0.019,0,0,0
Australia,AUS,Oceania,7/22/2022,42,0,0,0,1.29,0,0,1.604,0.049,0,0,0
Austria,AUT,Europe,7/22/2022,91,0,0,0,2.43,0,0,10.179,0.272,0,0,0
Bahamas,BHS,North America,7/22/2022,1,0,0,0,0,0,0,2.439,0,0,0,0
Barbados,BRB,North America,7/22/2022,1,0,0,0,0.14,0,0,3.551,0.497,0,0,0
Belgium,BEL,Europe,7/22/2022,312,0,0,0,12.43,0,0,26.768,1.066,0,0,0
Benin,BEN,Africa,7/22/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bosnia and Herzegovina,BIH,Europe,7/22/2022,1,0,0,0,0.14,0,0,0.309,0.043,0,0,0
Brazil,BRA,South America,7/22/2022,592,0,208,0,40.29,0,0.966,2.749,0.187,0,0,0
Bulgaria,BGR,Europe,7/22/2022,3,0,0,0,0,0,0,0.442,0,0,0,0
Cameroon,CMR,Africa,7/22/2022,7,0,0,0,0,0,0,0.251,0,0,0,0
Canada,CAN,North America,7/22/2022,615,0,11,0,17.57,0,0.286,15.993,0.457,0,0,0
Central African Republic,CAF,Africa,7/22/2022,3,0,0,0,0,0,0,0.538,0,0,0,0
Chile,CHL,South America,7/22/2022,20,0,0,0,0.57,0,0,1.02,0.029,0,0,0
China,CHN,Asia,7/22/2022,2,0,0,0,0,0,0,0.001,0,0,0,0
Colombia,COL,South America,7/22/2022,10,0,0,0,0.43,0,0,0.193,0.008,0,0,0
Congo,COG,Africa,7/22/2022,2,0,0,0,0,0,0,0.335,0,0,0,0
Costa Rica,CRI,North America,7/22/2022,1,0,0,0,0.14,0,0,0.193,0.027,0,0,0
Croatia,HRV,Europe,7/22/2022,8,0,1,0,0.71,0,0.248,1.985,0.176,0,0,0
Czechia,CZE,Europe,7/22/2022,14,0,0,0,0.43,0,0,1.334,0.041,0,0,0
Democratic Republic of Congo,COD,Africa,7/22/2022,163,0,0,0,11.14,0,0,1.646,0.113,0,0,0
Denmark,DNK,Europe,7/22/2022,51,0,3,0,2.57,0,0.51,8.67,0.437,0,0,0
Dominican Republic,DOM,North America,7/22/2022,3,0,0,0,0.29,0,0,0.267,0.026,0,0,0
Ecuador,ECU,South America,7/22/2022,2,0,0,0,0.14,0,0,0.111,0.008,0,0,0
Estonia,EST,Europe,7/22/2022,4,0,0,0,0.29,0,0,3.016,0.219,0,0,0
Finland,FIN,Europe,7/22/2022,13,0,0,0,0,0,0,2.346,0,0,0,0
France,FRA,Europe,7/22/2022,1453,0,0,0,77.29,0,0,21.427,1.14,0,0,0
Georgia,GEO,Asia,7/22/2022,1,0,0,0,0,0,0,0.267,0,0,0,0
Germany,DEU,Europe,7/22/2022,2268,0,77,0,68.29,0,0.924,27.204,0.819,0,0,0
Ghana,GHA,Africa,7/22/2022,19,0,0,0,0,0,0,0.568,0,0,0,0
Gibraltar,GIB,Europe,7/22/2022,5,0,0,0,0,0,0,153.013,0,0,0,0
Greece,GRC,Europe,7/22/2022,20,0,1,0,1,0,0.096,1.926,0.096,0,0,0
Hungary,HUN,Europe,7/22/2022,33,0,1,0,0.71,0,0.1,3.311,0.071,0,0,0
Iceland,ISL,Europe,7/22/2022,9,0,0,0,0.29,0,0,24.135,0.778,0,0,0
India,IND,Asia,7/22/2022,2,0,0,0,0.14,0,0,0.001,0,0,0,0
Ireland,IRL,Europe,7/22/2022,69,0,0,0,2.14,0,0,13.737,0.426,0,0,0
Israel,ISR,Asia,7/22/2022,105,0,3,0,3.57,0,0.317,11.112,0.378,0,0,0
Italy,ITA,Europe,7/22/2022,374,0,0,0,11.71,0,0,6.335,0.198,0,0,0
Jamaica,JAM,North America,7/22/2022,1,0,0,0,0,0,0,0.354,0,0,0,0
Latvia,LVA,Europe,7/22/2022,3,0,1,0,0.14,0,0.54,1.621,0.076,0,0,0
Lebanon,LBN,,7/22/2022,4,0,0,0,0.43,0,0,0.729,0.078,0,0,0
Luxembourg,LUX,,7/22/2022,14,0,4,0,0.86,0,6.177,21.618,1.328,0,0,0
Malta,MLT,,7/22/2022,17,0,0,0,1.14,0,0,31.877,2.138,0,0,0
Martinique,MTQ,,7/22/2022,1,0,0,0,0.14,0,0,2.721,0.381,0,0,0
Mexico,MEX,,7/22/2022,52,0,4,0,1.86,0,0.031,0.408,0.015,0,0,0
Morocco,MAR,,7/22/2022,1,0,0,0,0,0,0,0.027,0,0,0,0
Netherlands,NLD,,7/22/2022,712,0,56,0,23.29,0,3.188,40.537,1.326,0,0,0
New Zealand,NZL,,7/22/2022,2,0,0,0,0,0,0,0.386,0,0,0,0
Nigeria,NGA,,7/22/2022,101,3,0,0,2.43,0,0,0.462,0.011,0,0.014,0
Norway,NOR,,7/22/2022,46,0,0,0,1.57,0,0,8.465,0.289,0,0,0
Panama,PAN,,7/22/2022,1,0,0,0,0,0,0,0.227,0,0,0,0
Peru,PER,,7/22/2022,126,0,14,0,11.43,0,0.411,3.7,0.336,0,0,0
Poland,POL,,7/22/2022,40,0,0,0,2.57,0,0,1.004,0.064,0,0,0
Portugal,PRT,,7/22/2022,588,0,73,0,10.43,0,7.107,57.249,1.015,0,0,0
Puerto Rico,PRI,,7/22/2022,11,0,3,0,1,0,0.922,3.382,0.307,0,0,0
Qatar,QAT,,7/22/2022,1,0,0,0,0.14,0,0,0.371,0.052,0,0,0
Romania,ROU,,7/22/2022,19,0,0,0,0.43,0,0,0.966,0.022,0,0,0
Russia,RUS,,7/22/2022,1,0,0,0,0,0,0,0.007,0,0,0,0
Saudi Arabia,SAU,,7/22/2022,2,0,0,0,0.14,0,0,0.055,0.004,0,0,0
Serbia,SRB,,7/22/2022,5,0,0,0,0,0,0,0.728,0,0,0,0
Singapore,SGP,,7/22/2022,6,0,0,0,0,0,0,1.064,0,0,0,0
Slovakia,SVK,,7/22/2022,3,0,1,0,0.14,0,0.177,0.532,0.025,0,0,0
Slovenia,SVN,,7/22/2022,27,0,0,0,1,0,0,12.737,0.472,0,0,0
South Africa,ZAF,,7/22/2022,3,0,0,0,0,0,0,0.05,0,0,0,0
South Korea,KOR,,7/22/2022,1,0,0,0,0,0,0,0.019,0,0,0,0
Spain,ESP,,7/22/2022,3125,0,0,0,96.86,0,0,65.708,2.037,0,0,0
Sweden,SWE,,7/22/2022,77,0,6,0,2.71,0,0.569,7.299,0.257,0,0,0
Switzerland,CHE,,7/22/2022,216,0,0,0,3.86,0,0,24.713,0.442,0,0,0
Thailand,THA,,7/22/2022,1,0,0,0,0.14,0,0,0.014,0.002,0,0,0
Turkey,TUR,,7/22/2022,1,0,0,0,0,0,0,0.012,0,0,0,0
United Arab Emirates,ARE,,7/22/2022,13,0,0,0,0,0,0,1.377,0,0,0,0
United Kingdom,GBR,,7/22/2022,2137,0,0,0,57.43,0,0,31.655,0.851,0,0,0
United States,USA,,7/22/2022,2316,0,214,0,181,0,0.633,6.846,0.535,0,0,0
Venezuela,VEN,,7/22/2022,1,0,0,0,0,0,0,0.035,0,0,0,0
World,OWID_WRL,,7/22/2022,16016,3,683,0,658.14,0,0.086,2.008,0.083,0,0,0
Argentina,ARG,South America,7/21/2022,16,0,0,0,0.57,0,0,0.352,0.013,0,0,0
Australia,AUS,Oceania,7/21/2022,42,0,1,0,1.29,0,0.038,1.604,0.049,0,0,0
Austria,AUT,Europe,7/21/2022,91,0,3,0,3.14,0,0.336,10.179,0.351,0,0,0
Bahamas,BHS,North America,7/21/2022,1,0,0,0,0,0,0,2.439,0,0,0,0
Barbados,BRB,North America,7/21/2022,1,0,0,0,0.14,0,0,3.551,0.497,0,0,0
Belgium,BEL,Europe,7/21/2022,312,0,0,0,12.43,0,0,26.768,1.066,0,0,0
Benin,BEN,Africa,7/21/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bosnia and Herzegovina,BIH,Europe,7/21/2022,1,0,0,0,0.14,0,0,0.309,0.043,0,0,0
Brazil,BRA,South America,7/21/2022,384,0,0,0,22.29,0,0,1.783,0.104,0,0,0
Bulgaria,BGR,Europe,7/21/2022,3,0,0,0,0,0,0,0.442,0,0,0,0
Cameroon,CMR,Africa,7/21/2022,7,0,0,0,0,0,0,0.251,0,0,0,0
Canada,CAN,North America,7/21/2022,604,0,0,0,18.14,0,0,15.707,0.472,0,0,0
Central African Republic,CAF,Africa,7/21/2022,3,0,0,0,0,0,0,0.538,0,0,0,0
Chile,CHL,South America,7/21/2022,20,0,0,0,0.57,0,0,1.02,0.029,0,0,0
China,CHN,Asia,7/21/2022,2,0,0,0,0,0,0,0.001,0,0,0,0
Colombia,COL,South America,7/21/2022,10,0,3,0,0.43,0,0.058,0.193,0.008,0,0,0
Congo,COG,Africa,7/21/2022,2,0,0,0,0,0,0,0.335,0,0,0,0
Costa Rica,CRI,North America,7/21/2022,1,0,1,0,0.14,0,0.193,0.193,0.027,0,0,0
Croatia,HRV,Europe,7/21/2022,7,0,0,0,0.57,0,0,1.737,0.141,0,0,0
Czechia,CZE,Europe,7/21/2022,14,0,0,0,0.43,0,0,1.334,0.041,0,0,0
Democratic Republic of Congo,COD,Africa,7/21/2022,163,0,0,0,11.14,0,0,1.646,0.113,0,0,0
Denmark,DNK,Europe,7/21/2022,48,0,2,0,2.14,0,0.34,8.16,0.364,0,0,0
Dominican Republic,DOM,North America,7/21/2022,3,0,2,0,0.29,0,0.178,0.267,0.026,0,0,0
Ecuador,ECU,South America,7/21/2022,2,0,0,0,0.14,0,0,0.111,0.008,0,0,0
Estonia,EST,Europe,7/21/2022,4,0,0,0,0.29,0,0,3.016,0.219,0,0,0
Finland,FIN,Europe,7/21/2022,13,0,0,0,0,0,0,2.346,0,0,0,0
France,FRA,Europe,7/21/2022,1453,0,541,0,77.29,0,7.978,21.427,1.14,0,0,0
Georgia,GEO,Asia,7/21/2022,1,0,0,0,0,0,0,0.267,0,0,0,0
Germany,DEU,Europe,7/21/2022,2191,0,81,0,71,0,0.972,26.28,0.852,0,0,0
Ghana,GHA,Africa,7/21/2022,19,0,0,0,0,0,0,0.568,0,0,0,0
Gibraltar,GIB,Europe,7/21/2022,5,0,0,0,0,0,0,153.013,0,0,0,0
Greece,GRC,Europe,7/21/2022,19,0,1,0,0.86,0,0.096,1.83,0.083,0,0,0
Hungary,HUN,Europe,7/21/2022,32,0,0,0,0.57,0,0,3.21,0.057,0,0,0
Iceland,ISL,Europe,7/21/2022,9,0,2,0,0.29,0,5.363,24.135,0.778,0,0,0
India,IND,Asia,7/21/2022,2,0,0,0,0.14,0,0,0.001,0,0,0,0
Ireland,IRL,Europe,7/21/2022,69,0,0,0,2.14,0,0,13.737,0.426,0,0,0
Israel,ISR,Asia,7/21/2022,102,0,0,0,3.14,0,0,10.795,0.332,0,0,0
Italy,ITA,Europe,7/21/2022,374,0,0,0,11.71,0,0,6.335,0.198,0,0,0
Jamaica,JAM,North America,7/21/2022,1,0,0,0,0,0,0,0.354,0,0,0,0
Latvia,LVA,Europe,7/21/2022,2,0,0,0,0,0,0,1.081,0,0,0,0
Lebanon,LBN,,7/21/2022,4,0,3,0,0.43,0,0.546,0.729,0.078,0,0,0
Luxembourg,LUX,,7/21/2022,10,0,0,0,0.57,0,0,15.442,0.88,0,0,0
Malta,MLT,,7/21/2022,17,0,0,0,1.14,0,0,31.877,2.138,0,0,0
Martinique,MTQ,,7/21/2022,1,0,0,0,0.14,0,0,2.721,0.381,0,0,0
Mexico,MEX,,7/21/2022,48,0,0,0,1.86,0,0,0.376,0.015,0,0,0
Morocco,MAR,,7/21/2022,1,0,0,0,0,0,0,0.027,0,0,0,0
Netherlands,NLD,,7/21/2022,656,0,0,0,21.86,0,0,37.349,1.245,0,0,0
New Zealand,NZL,,7/21/2022,2,0,0,0,0,0,0,0.386,0,0,0,0
Nigeria,NGA,,7/21/2022,101,3,0,0,2.43,0,0,0.462,0.011,0,0.014,0
Norway,NOR,,7/21/2022,46,0,0,0,1.71,0,0,8.465,0.315,0,0,0
Panama,PAN,,7/21/2022,1,0,0,0,0,0,0,0.227,0,0,0,0
Peru,PER,,7/21/2022,112,0,17,0,10.86,0,0.499,3.289,0.319,0,0,0
Poland,POL,,7/21/2022,40,0,0,0,2.57,0,0,1.004,0.064,0,0,0
Portugal,PRT,,7/21/2022,515,0,0,0,6,0,0,50.142,0.584,0,0,0
Puerto Rico,PRI,,7/21/2022,8,0,0,0,0.57,0,0,2.46,0.175,0,0,0
Qatar,QAT,,7/21/2022,1,0,1,0,0.14,0,0.371,0.371,0.052,0,0,0
Romania,ROU,,7/21/2022,19,0,0,0,0.43,0,0,0.966,0.022,0,0,0
Russia,RUS,,7/21/2022,1,0,0,0,0,0,0,0.007,0,0,0,0
Saudi Arabia,SAU,,7/21/2022,2,0,0,0,0.14,0,0,0.055,0.004,0,0,0
Serbia,SRB,,7/21/2022,5,0,0,0,0,0,0,0.728,0,0,0,0
Singapore,SGP,,7/21/2022,6,0,0,0,0,0,0,1.064,0,0,0,0
Slovakia,SVK,,7/21/2022,2,0,0,0,0.14,0,0,0.354,0.025,0,0,0
Slovenia,SVN,,7/21/2022,27,0,1,0,1.14,0,0.472,12.737,0.538,0,0,0
South Africa,ZAF,,7/21/2022,3,0,0,0,0,0,0,0.05,0,0,0,0
South Korea,KOR,,7/21/2022,1,0,0,0,0,0,0,0.019,0,0,0,0
Spain,ESP,,7/21/2022,3125,0,0,0,96.86,0,0,65.708,2.037,0,0,0
Sweden,SWE,,7/21/2022,71,0,0,0,3.14,0,0,6.73,0.298,0,0,0
Switzerland,CHE,,7/21/2022,216,0,3,0,5,0,0.343,24.713,0.572,0,0,0
Thailand,THA,,7/21/2022,1,0,1,0,0.14,0,0.014,0.014,0.002,0,0,0
Turkey,TUR,,7/21/2022,1,0,0,0,0,0,0,0.012,0,0,0,0
United Arab Emirates,ARE,,7/21/2022,13,0,0,0,0,0,0,1.377,0,0,0,0
United Kingdom,GBR,,7/21/2022,2137,0,0,0,57.43,0,0,31.655,0.851,0,0,0
United States,USA,,7/21/2022,2102,0,137,0,167.57,0,0.405,6.214,0.495,0,0,0
Venezuela,VEN,,7/21/2022,1,0,0,0,0,0,0,0.035,0,0,0,0
World,OWID_WRL,,7/21/2022,15333,3,800,0,623.71,0,0.1,1.923,0.078,0,0,0
Argentina,ARG,South America,7/20/2022,16,0,0,0,1,0,0,0.352,0.022,0,0,0
Australia,AUS,Oceania,7/20/2022,41,0,0,0,1.86,0,0,1.566,0.071,0,0,0
Austria,AUT,Europe,7/20/2022,88,0,0,0,3.57,0,0,9.844,0.399,0,0,0
Bahamas,BHS,North America,7/20/2022,1,0,0,0,0,0,0,2.439,0,0,0,0
Barbados,BRB,North America,7/20/2022,1,0,0,0,0.14,0,0,3.551,0.497,0,0,0
Belgium,BEL,Europe,7/20/2022,312,0,0,0,12.43,0,0,26.768,1.066,0,0,0
Benin,BEN,Africa,7/20/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bosnia and Herzegovina,BIH,Europe,7/20/2022,1,0,0,0,0.14,0,0,0.309,0.043,0,0,0
Brazil,BRA,South America,7/20/2022,384,0,0,0,23.57,0,0,1.783,0.109,0,0,0
Bulgaria,BGR,Europe,7/20/2022,3,0,0,0,0,0,0,0.442,0,0,0,0
Cameroon,CMR,Africa,7/20/2022,7,0,0,0,0,0,0,0.251,0,0,0,0
Canada,CAN,North America,7/20/2022,604,0,65,0,18.14,0,1.69,15.707,0.472,0,0,0
Central African Republic,CAF,Africa,7/20/2022,3,0,0,0,0,0,0,0.538,0,0,0,0
Chile,CHL,South America,7/20/2022,20,0,0,0,1,0,0,1.02,0.051,0,0,0
China,CHN,Asia,7/20/2022,2,0,0,0,0,0,0,0.001,0,0,0,0
Colombia,COL,South America,7/20/2022,7,0,0,0,0,0,0,0.135,0,0,0,0
Congo,COG,Africa,7/20/2022,2,0,0,0,0,0,0,0.335,0,0,0,0
Croatia,HRV,Europe,7/20/2022,7,0,1,0,0.57,0,0.248,1.737,0.141,0,0,0
Czechia,CZE,Europe,7/20/2022,14,0,0,0,0.43,0,0,1.334,0.041,0,0,0
Democratic Republic of Congo,COD,Africa,7/20/2022,163,0,0,0,11.14,0,0,1.646,0.113,0,0,0
Denmark,DNK,Europe,7/20/2022,46,0,3,0,2,0,0.51,7.82,0.34,0,0,0
Dominican Republic,DOM,North America,7/20/2022,1,0,0,0,0,0,0,0.089,0,0,0,0
Ecuador,ECU,South America,7/20/2022,2,0,1,0,0.14,0,0.056,0.111,0.008,0,0,0
Estonia,EST,Europe,7/20/2022,4,0,0,0,0.29,0,0,3.016,0.219,0,0,0
Finland,FIN,Europe,7/20/2022,13,0,0,0,0,0,0,2.346,0,0,0,0
France,FRA,Europe,7/20/2022,912,0,0,0,27.29,0,0,13.449,0.402,0,0,0
Georgia,GEO,Asia,7/20/2022,1,0,0,0,0,0,0,0.267,0,0,0,0
Germany,DEU,Europe,7/20/2022,2110,0,77,0,59.43,0,0.924,25.309,0.713,0,0,0
Ghana,GHA,Africa,7/20/2022,19,0,0,0,0,0,0,0.568,0,0,0,0
Gibraltar,GIB,Europe,7/20/2022,5,0,0,0,0.14,0,0,153.013,4.284,0,0,0
Greece,GRC,Europe,7/20/2022,18,0,0,0,0.86,0,0,1.733,0.083,0,0,0
Hungary,HUN,Europe,7/20/2022,32,0,0,0,0.57,0,0,3.21,0.057,0,0,0
Iceland,ISL,Europe,7/20/2022,7,0,0,0,0.14,0,0,18.772,0.375,0,0,0
India,IND,Asia,7/20/2022,2,0,0,0,0.29,0,0,0.001,0,0,0,0
Ireland,IRL,Europe,7/20/2022,69,0,0,0,2.14,0,0,13.737,0.426,0,0,0
Israel,ISR,Asia,7/20/2022,102,0,0,0,4.14,0,0,10.795,0.438,0,0,0
Italy,ITA,Europe,7/20/2022,374,0,0,0,11.71,0,0,6.335,0.198,0,0,0
Jamaica,JAM,North America,7/20/2022,1,0,0,0,0,0,0,0.354,0,0,0,0
Latvia,LVA,Europe,7/20/2022,2,0,0,0,0,0,0,1.081,0,0,0,0
Lebanon,LBN,,7/20/2022,1,0,0,0,0,0,0,0.182,0,0,0,0
Luxembourg,LUX,,7/20/2022,10,0,0,0,0.57,0,0,15.442,0.88,0,0,0
Malta,MLT,,7/20/2022,17,0,0,0,1.14,0,0,31.877,2.138,0,0,0
Martinique,MTQ,,7/20/2022,1,0,1,0,0.14,0,2.721,2.721,0.381,0,0,0
Mexico,MEX,,7/20/2022,48,0,0,0,1.86,0,0,0.376,0.015,0,0,0
Morocco,MAR,,7/20/2022,1,0,0,0,0,0,0,0.027,0,0,0,0
Netherlands,NLD,,7/20/2022,656,0,0,0,21.86,0,0,37.349,1.245,0,0,0
New Zealand,NZL,,7/20/2022,2,0,0,0,0,0,0,0.386,0,0,0,0
Nigeria,NGA,,7/20/2022,101,3,0,0,2.43,0,0,0.462,0.011,0,0.014,0
Norway,NOR,,7/20/2022,46,0,2,0,1.86,0,0.368,8.465,0.342,0,0,0
Panama,PAN,,7/20/2022,1,0,0,0,0,0,0,0.227,0,0,0,0
Peru,PER,,7/20/2022,95,0,17,0,9.43,0,0.499,2.79,0.277,0,0,0
Poland,POL,,7/20/2022,40,0,0,0,2.71,0,0,1.004,0.068,0,0,0
Portugal,PRT,,7/20/2022,515,0,0,0,6,0,0,50.142,0.584,0,0,0
Puerto Rico,PRI,,7/20/2022,8,0,0,0,0.57,0,0,2.46,0.175,0,0,0
Romania,ROU,,7/20/2022,19,0,0,0,0.57,0,0,0.966,0.029,0,0,0
Russia,RUS,,7/20/2022,1,0,0,0,0,0,0,0.007,0,0,0,0
Saudi Arabia,SAU,,7/20/2022,2,0,0,0,0.29,0,0,0.055,0.008,0,0,0
Serbia,SRB,,7/20/2022,5,0,0,0,0.57,0,0,0.728,0.083,0,0,0
Singapore,SGP,,7/20/2022,6,0,0,0,0.14,0,0,1.064,0.025,0,0,0
Slovakia,SVK,,7/20/2022,2,0,0,0,0.14,0,0,0.354,0.025,0,0,0
Slovenia,SVN,,7/20/2022,26,0,0,0,1.14,0,0,12.265,0.538,0,0,0
South Africa,ZAF,,7/20/2022,3,0,0,0,0.14,0,0,0.05,0.002,0,0,0
South Korea,KOR,,7/20/2022,1,0,0,0,0,0,0,0.019,0,0,0,0
Spain,ESP,,7/20/2022,3125,0,290,0,96.86,0,6.098,65.708,2.037,0,0,0
Sweden,SWE,,7/20/2022,71,0,0,0,3.14,0,0,6.73,0.298,0,0,0
Switzerland,CHE,,7/20/2022,213,0,5,0,6.86,0,0.572,24.369,0.785,0,0,0
Turkey,TUR,,7/20/2022,1,0,0,0,0,0,0,0.012,0,0,0,0
United Arab Emirates,ARE,,7/20/2022,13,0,0,0,0,0,0,1.377,0,0,0,0
United Kingdom,GBR,,7/20/2022,2137,0,22,0,57.43,0,0.326,31.655,0.851,0,0,0
United States,USA,,7/20/2022,1965,0,155,0,157.14,0,0.458,5.809,0.465,0,0,0
Venezuela,VEN,,7/20/2022,1,0,0,0,0,0,0,0.035,0,0,0,0
World,OWID_WRL,,7/20/2022,14533,3,639,0,556.14,0,0.08,1.822,0.07,0,0,0
Argentina,ARG,South America,7/19/2022,16,0,3,0,1,0,0.066,0.352,0.022,0,0,0
Australia,AUS,Oceania,7/19/2022,41,0,8,0,1.86,0,0.306,1.566,0.071,0,0,0
Austria,AUT,Europe,7/19/2022,88,0,5,0,3.57,0,0.559,9.844,0.399,0,0,0
Bahamas,BHS,North America,7/19/2022,1,0,0,0,0,0,0,2.439,0,0,0,0
Barbados,BRB,North America,7/19/2022,1,0,1,0,0.14,0,3.551,3.551,0.497,0,0,0
Belgium,BEL,Europe,7/19/2022,312,0,87,0,12.43,0,7.464,26.768,1.066,0,0,0
Benin,BEN,Africa,7/19/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bosnia and Herzegovina,BIH,Europe,7/19/2022,1,0,1,0,0.14,0,0.309,0.309,0.043,0,0,0
Brazil,BRA,South America,7/19/2022,384,0,0,0,23.57,0,0,1.783,0.109,0,0,0
Bulgaria,BGR,Europe,7/19/2022,3,0,0,0,0,0,0,0.442,0,0,0,0
Cameroon,CMR,Africa,7/19/2022,7,0,0,0,0,0,0,0.251,0,0,0,0
Canada,CAN,North America,7/19/2022,539,0,0,0,23.43,0,0,14.017,0.609,0,0,0
Central African Republic,CAF,Africa,7/19/2022,3,0,0,0,0,0,0,0.538,0,0,0,0
Chile,CHL,South America,7/19/2022,20,0,4,0,1,0,0.204,1.02,0.051,0,0,0
China,CHN,Asia,7/19/2022,2,0,0,0,0,0,0,0.001,0,0,0,0
Colombia,COL,South America,7/19/2022,7,0,0,0,0.14,0,0,0.135,0.003,0,0,0
Congo,COG,Africa,7/19/2022,2,0,0,0,0,0,0,0.335,0,0,0,0
